"","CountryID","Country.Name","WEBNAME","Region","World.Rank","Region.Rank","X2014.Score","Change.in.Yearly.Score.from.2013","Property.Rights","Change.in.Property.Rights.from.2013","Freedom.from.Corruption","Change.in.Freedom.from.Corruption.from.2013","Fiscal.Freedom.","Change.in.Fiscal.Freedom.from.2013","Gov.t.Spending","Change.in.Gov.t.Spending.from.2013","Business.Freedom","Change.in.Business.Freedom.from.2013","Labor.Freedom","Change.in.Labor.Freedom.from.2013","Monetary.Freedom","Change.in.Monetary.Freedom.from.2013","Trade.Freedom","Change.in.Trade.Freedom.from.2013","Investment.Freedom.","Change.in.Investment.Freedom.from.2013","Financial.Freedom","Change.in.Financial.Freedom.from.2013","Tariff.Rate....","Income.Tax.Rate....","Corporate.Tax.Rate....","Tax.Burden...of.GDP","Gov.t.Expenditure...of.GDP.","Country","Population..Millions.","GDP..Billions..PPP.","GDP.Growth.Rate....","X5.Year.GDP.Growth.Rate....","GDP.per.Capita..PPP.","Unemployment....","Inflation....","FDI.Inflow..Millions.","Public.Debt....of.GDP."
"124",124,"Norway","Norway","Europe","32","16","70,9","0,4","90","0,0","88,1","-1,9","50,6","-0,4","42,2","1,9","90,9","-1,7","44,6","-0,1","78,7","1,8","89,1","-0,2","75","5,0","60","0,0","0,5","47,8","28,0","43,2","43,9 ","Norway","5,0","$277,1","3,0","0,6","$55.009","3,2","0,7","12.774,6","34,1"
"125",125,"Oman","Oman","Middle East / North Africa","48","6","67,4","-0,7","50","0,0","48,2","0,2","98,5","0,0","56,0","-13,1","68,3","0,2","75,5","-5,4","73,6","0,9","78,7","-0,0","65","10,0","60","0,0","3,2","0,0","12,0","2,2","38,3","Oman","3,1","$90,1","5,0","6,3","$29.166","15,0","2,9","1.514,0","6,1"
"126",126,"Pakistan","Pakistan","Asia-Pacific","126","26","55,2","0,1","30","0,0","22,7","-2,3","80,6","0,1","88,3","-0,7","69,4","-1,3","47,3","-0,6","68,5","1,5","64,8","-1,2","40","5,0","40","0,0","10,1","25,0","35,0","9,3","19,8","Pakistan","178,9","$515,4","3,7","3,0","$2.881","7,7","11,0","846,7","62,1"
"127",127,"Panama","Panama","South and Central America / Caribbean","71","13","63,4","0,9","30","0,0","34,0","1,0","84,3","-1,9","78,7","0,9","73,0","0,5","39,4","-0,7","75,1","-0,8","74,2","-0,6","75","10,0","70","0,0","7,9","25,0","25,0","17,8","26,6","Panama","3,7","$57,1","10,7","8,6","$15.617","4,2","5,7","3.019,8","38,8"
"128",128,"Papua New Guinea","PapuaNewGuinea","Asia-Pacific","132","28","53,9","0,3","20","0,0","20,2","-1,8","66,7","-0,7","75,4","3,1","57,0","-1,3","73,7","0,3","75,5","3,1","85,1","0,1","35","0,0","30","0,0","2,5","42,0","30,0","25,8","28,6","Papua New Guinea","6,8","$19,1","9,1","8,1","$2.797","1,9","4,0","28,8","14,1"
"129",129,"Paraguay","Paraguay","South and Central America / Caribbean","78","15","62,0","0,9","30","0,0","20,5","-1,5","96,2","0,3","89,0","3,6","58,0","-1,1","28,9","3,3","80,9","1,1","81,1","-1,6","75","5,0","60","0,0","4,5","10,0","10,0","13,4","19,1","Paraguay","6,7","$40,9","-1,2","3,6","$6.136","5,8","3,8","319,9","11,4"
"130",130,"Peru","Peru","South and Central America / Caribbean","47","7","67,4","-0,8","40","0,0","34,0","-0,0","79,1","-0,8","89,1","-0,0","70,6","-1,7","61,4","-5,7","83,3","-1,0","87,0","2,0","70","0,0","60","0,0","1,5","30,0","30,0","17,0","19,1","Peru","30,5","$326,7","6,3","6,5","$10.719","6,8","3,7","12.239,7","19,8"
"131",131,"Philippines","Philippines","Asia-Pacific","89","16","60,1","1,9","30","0,0","26,1","0,1","79,2","-0,1","92,3","2,1","59,9","6,8","49,7","-1,3","78,0","1,4","75,5","-0,0","60","10,0","50","0,0","4,8","32,0","30,0","12,3","16,0","Philippines","95,8","$424,4","6,6","4,7","$4.430","7,0","3,1","2.797,0","41,9"
"132",132,"Poland","Poland","Europe","50","23","67,0","1,0","60","0,0","54,8","-0,2","76,1","0,1","43,2","0,2","70,1","6,1","60,4","-2,5","77,8","0,1","87,8","1,0","70","5,0","70","0,0","1,1","32,0","19,0","31,7","43,5 ","Poland","38,9","$800,9","2,0","3,4","$20.592","10,3","3,7","3.355,7","55,2"
"133",133,"Portugal","Portugal","Europe","69","32","63,5","0,4","70","0,0","61,1","0,1","60,1","-1,5","26,8","-1,5","84,9","2,1","34,6","3,6","79,3","-0,1","87,8","1,0","70","0,0","60","0,0","1,1","48,0","26,5","31,3","49,4 ","Portugal","10,5","$246,5","-3,2","-1,2","$23.385","15,7","2,8","8.915,5","123,0"
"134",134,"Qatar","Qatar","Middle East / North Africa","30","3","71,2","-0,1","70","0,0","72,4","0,4","99,9","0,1","72,1","-9,1","71,7","2,3","70,0","6,6","81,2","0,9","79,8","-2,7","45","0,0","50","0,0","5,1","0,0","0,0","2,9","30,5","Qatar","1,8","$187,9","6,6","13,1","$102.211","0,5","1,9","326,9","37,8"
"135",135,"Romania","Romania","Europe","62","29","65,5","0,4","40","0,0","37,7","1,7","87,0","-0,9","59,2","-3,0","71,0","0,6","65,2","1,7","77,1","2,4","87,8","1,0","80","0,0","50","0,0","1,1","16,0","16,0","28,0","36,9","Romania","21,3","$273,4","0,3","0,3","$12.808","7,0","3,3","2.242,1","37,0"
"136",136,"Russia","Russia","Europe","140","41","51,9","0,8","25","0,0","22,1","-1,9","85,6","-1,3","61,5","7,1","70,0","0,8","55,8","3,2","69,4","2,7","74,6","-2,8","25","0,0","30","0,0","5,2","13,0","20,0","29,5","35,8","Russia","141,9","$2.513,3","3,4","1,8","$17.709","6,0","5,1","51.416,0","10,9"
"137",137,"Rwanda","Rwanda","Sub-Saharan Africa","65","4","64,7","0,6","30","0,0","46,9","-3,1","80,3","-0,1","78,2","2,3","69,6","4,0","84,1","3,8","74,8","-0,7","77,7","-0,3","65","0,0","40","0,0","6,1","30,0","30,0","13,1","27,0","Rwanda","10,4","$15,5","7,7","8,5","$1.486","N/A","6,3","159,8","28,0"
"138",138,"Saint. Lucia","SaintLucia","South and Central America / Caribbean","33","2","70,7","0,3","70","0,0","70,6","0,6","75,7","-1,2","63,6","0,0","83,1","-2,2","84,5","8,1","82,7","-2,0","71,9","0,0","65","0,0","40","0,0","9,0","30,0","30,0","25,1","34,8","St. Lucia","0,2","$2,2","-0,4","1,3","$13.104","20,0","4,3","112,8","78,4"
"139",139,"Saint. Vincent and the Grenadines","SaintVincentGrenadines","South and Central America / Caribbean","52","8","67,0","0,3","70","0,0","61,1","3,1","73,7","-0,5","72,4","5,3","76,3","-1,3","78,7","2,1","79,8","-0,5","67,6","-5,7","50","0,0","40","0,0","11,2","32,5","33,0","22,1","30,3","St. Vincent and the Grenadines","0,1","$1,3","0,5","-0,8","$11.776","15,0","2,6","125,5","70,2"
"140",140,"Samoa","Samoa","Asia-Pacific","84","14","61,1","4,0","60","0,0","38,0","-1,0","79,9","-0,7","42,2","7,9","73,7","1,3","80,3","-0,1","76,1","-2,4","75,8","9,8","55","25,0","30","0,0","7,1","27,0","27,0","23,4","43,9","Samoa","0,2","$1,1","1,2","0,5","$6.149","N/A","6,2","21,5","N/A"
"141",141,"São Tomé and Príncipe","SaoTomePrincipe","Sub-Saharan Africa","157","38","48,8","0,8","20","0,0","32,5","2,5","86,9","0,0","27,9","-17,4","52,6","-0,9","44,7","6,1","68,3","2,3","75,3","15,3","50","0,0","30","0,0","7,4","20,0","25,0","16,8","49,0","São Tomé and Príncipe","0,2","$0,4","4,0","5,3","$2.337","14,2","10,6","49,5","75,5"
"142",142,"Saudi Arabia","SaudiArabia","Middle East / North Africa","77","8","62,2","1,6","40","0,0","43,7","-0,3","99,7","0,1","63,1","10,9","67,3","-0,9","75,8","6,6","68,7","3,0","74,0","-3,3","40","0,0","50","0,0","5,5","2,5","2,5","3,7","35,1","Saudi Arabia","29,0","$906,8","6,8","6,6","$31.275","10,6","2,9","12.182,0","3,6"
"143",143,"Senegal","Senegal","Sub-Saharan Africa","125","23","55,4","-0,1","40","0,0","29,5","0,5","65,1","-0,1","75,4","-0,2","47,5","-9,2","41,5","0,2","81,8","2,2","73,2","1,0","60","5,0","40","0,0","8,4","50,0","25,0","19,0","28,6","Senegal","13,1","$26,6","3,5","3,3","$2.027","48,0","1,1","337,7","45,0"
"144",144,"Serbia","Serbia","Europe","95","37","59,4","0,8","40","0,0","34,0","1,0","83,1","-1,1","38,6","-1,7","59,3","-0,9","70,1","-0,3","66,9","1,6","77,0","-0,9","75","10,0","50","0,0","6,5","15,0","15,0","35,2","45,2","Serbia","7,6","$78,7","-1,8","0,2","$10.405","23,1","7,3","650,4","63,7"
"145",145,"Seychelles","Seychelles","Sub-Saharan Africa","117","19","56,2","1,3","50","0,0","48,5","0,5","76,8","-0,8","61,8","4,9","67,6","-1,6","68,5","5,0","75,1","-0,5","33,4","0,0","50","5,0","30","0,0","28,3","15,0","33,0","31,7","35,7","Seychelles","0,1","$2,3","2,8","2,2","$25.229","3,7","7,1","114,0","82,5"
"146",146,"Sierra Leone","SierraLeone","Sub-Saharan Africa","148","34","50,5","2,2","15","5,0","24,6","-0,4","80,7","-0,0","85,7","9,8","55,3","3,8","28,7","2,4","70,2","1,7","70,2","0,1","55","0,0","20","0,0","9,9","30,0","30,0","11,5","21,9","Sierra Leone","6,2","$8,3","19,8","7,8","$1.344","N/A","13,8","740,1","44,5"
"147",147,"Singapore","Singapore","Asia-Pacific","2","2","89,4","1,4","90","0,0","91,9","-0,1","91,2","0,1","91,2","-0,1","96,8","-0,3","96,5","5,1","81,5","-0,5","90,0","0,0","85","10,0","80","0,0","0,0","20,0","17,0","13,8","17,1","Singapore","5,4","$326,5","1,3","4,3","$60.410","2,0","4,6","56.650,9","111,0"
"148",148,"Slovak Republic","Slovakia","Europe","57","26","66,4","-2,3","50","0,0","41,8","1,8","80,2","-4,5","56,0","-2,0","67,0","-4,0","53,6","-18,6","78,1","-1,0","87,8","1,0","80","5,0","70","0,0","1,1","25,0","23,0","28,8","38,3 ","Slovakia","5,4","$131,9","2,0","2,0","$24.249","14,0","3,7","2.825,9","52,3"
"149",149,"Slovenia","Slovenia","Europe","74","34","62,7","1,0","60","0,0","61,0","2,0","58,9","-6,8","22,6","0,3","85,4","4,7","51,0","10,6","80,3","-1,3","87,8","1,0","70","0,0","50","0,0","1,1","50,0","16,0","36,8","50,8 ","Slovenia","2,1","$58,0","-2,3","-1,1","$28.195","9,0","2,6","144,8","52,6"
"150",150,"Solomon Islands","SolomonIslands","Asia-Pacific","165","39","46,2","1,2","30","0,0","25,0","-2,0","61,4","-4,8","21,3","15,2","65,2","-1,4","65,2","-1,2","75,4","0,0","73,0","0,4","15","5,0","30","0,0","8,5","40,0","30,0","36,9","51,2","Solomon Islands","0,6","$1,9","5,5","5,1","$3.345","N/A","5,1","69,3","18,2"
"151",151,"South Africa","SouthAfrica","Sub-Saharan Africa","75","6","62,5","0,7","50","0,0","41,6","0,6","68,7","-1,8","69,1","-0,1","74,5","-0,2","54,4","-1,2","75,3","-0,5","76,1","-0,2","55","10,0","60","0,0","4,5","40,0","28,0","27,3","32,1","South Africa","51,2","$582,4","2,5","2,2","$11.375","25,2","5,7","4.572,5","42,3"
"152",152,"Spain","Spain","Europe","49","22","67,2","-0,8","70","0,0","62,6","0,6","54,0","0,1","38,7","-4,3","77,3","-3,0","52,2","-2,1","79,9","-0,0","87,8","1,0","80","0,0","70","0,0","1,1","52,0","30,0","31,6","45,2 ","Spain","46,2","$1.410,6","-1,4","-0,8","$30.557","25,0","2,4","27.749,9","84,1"
"153",153,"Sri Lanka","SriLanka","Asia-Pacific","90","17","60,0","-0,7","40","0,0","33,4","0,4","84,9","0,2","86,3","-0,2","74,4","-2,6","59,2","-1,6","68,0","-1,1","73,6","-2,6","40","0,0","40","0,0","5,7","24,0","28,0","12,4","21,4","Sri Lanka","20,7","$126,3","6,4","6,4","$6.107","4,9","7,5","775,5","77,7"
"154",154,"Sudan","Sudan","Sub-Saharan Africa","N/A","N/A","N/A","N/A","N/A","N/A","9,8","-6,2","85,1","N/A","90,3","0,4","54,5","-2,9","49,1","-16,3","55,8","-8,7","55,6","N/A","15","0,0","N/A","N/A","14,7","15,0","35,0","6,7","17,9","Sudan","33,5","$85,3","-4,4","0,8","$2.545","10,8","35,6","2.466,4","97,6"
"155",155,"Suriname","Suriname","South and Central America / Caribbean","130","23","54,2","2,2","40","0,0","32,9","2,9","69,0","-2,6","78,3","5,8","41,8","1,6","81,8","4,3","71,8","5,1","66,2","-0,1","30","5,0","30","0,0","11,9","38,0","36,0","19,0","26,9","Suriname","0,5","$6,8","4,5","4,1","$12.398","9,0","5,0","70,1","20,5"
"156",156,"Swaziland","Swaziland","Sub-Saharan Africa","82","8","61,2","4,0","40","0,0","31,6","0,6","74,7","0,3","70,9","19,6","64,2","-1,8","71,7","1,4","72,3","-2,4","81,5","11,8","65","10,0","40","0,0","4,2","33,0","30,0","23,3","31,2","Swaziland","1,1","$6,2","-1,5","1,0","$5.782","40,0","8,9","89,6","19,0"
"157",157,"Sweden","Sweden","Europe","20","10","73,1","0,2","90","0,0","92,3","-0,7","42,9","3,3","21,4","0,4","91,1","-2,1","52,9","-0,7","82,5","0,4","87,8","1,0","90","0,0","80","0,0","1,1","57,0","22,0","44,5","51,2 ","Sweden","9,5","$393,0","1,2","1,0","$41.191","7,9","0,9","13.711,4","38,0"
"158",158,"Switzerland","Switzerland","Europe","4","1","81,6","0,6","90","0,0","88,1","0,1","68,9","0,8","65,7","1,9","75,4","-0,4","87,4","-0,5","85,2","-1,0","90,0","0,0","85","5,0","80","0,0","0,0","41,5","24,0","28,5","33,8 ","Switzerland","8,0","$363,4","1,0","1,2","$45.418","2,9","-0,7","3.613,0","49,1"
"159",159,"Syria","Syria","Middle East / North Africa","N/A","N/A","N/A","N/A","10","-10,0","23,3","-2,7","N/A","N/A","N/A","N/A","60,4","1,1","55,1","6,2","N/A","N/A","N/A","N/A","0","-10,0","20","0,0","N/A","22,0","28,0","10,4","N/A","Syria","N/A","$107,6","N/A","N/A","N/A","18,0","40,2","N/A","52,2"
"160",160,"Taiwan ","Taiwan","Asia-Pacific","17","5","73,9","1,2","70","0,0","59,7","-1,3","80,3","-0,2","84,7","-0,2","93,9","-0,4","53,1","-0,2","81,7","-1,2","85,8","0,8","70","5,0","60","10,0","2,1","40,0","17,0","8,8","22,6","Taiwan","23,3","$903,5","1,3","2,9","$38.749","4,2","1,9","3.205,0","40,9"
"161",161,"Tajikistan","Tajikistan","Asia-Pacific","139","30","52,0","-1,4","20","0,0","19,4","-3,6","92,3","-0,5","78,1","-0,0","58,4","-3,3","45,5","-10,0","67,7","3,1","73,2","-5,0","25","5,0","40","0,0","5,9","13,0","15,0","19,5","27,0","Tajikistan","8,0","$17,7","7,5","6,7","$2.229","2,5","5,8","289,9","32,5"
"162",162,"Tanzania","Tanzania","Sub-Saharan Africa","106","15","57,8","-0,1","30","0,0","28,8","-1,2","79,7","-0,2","78,3","0,4","47,0","-1,6","61,1","-0,8","66,0","-5,8","76,8","3,3","60","5,0","50","0,0","6,6","30,0","30,0","15,2","26,9","Tanzania","47,1","$73,9","6,9","6,8","$1.567","N/A","16,0","1.706,0","41,4"
"163",163,"Thailand","Thailand","Asia-Pacific","72","12","63,3","-0,8","45","0,0","33,6","-0,4","79,7","0,8","83,6","-0,1","71,4","-1,8","61,6","-11,3","68,6","0,3","75,0","-0,2","45","5,0","70","0,0","5,0","37,0","20,0","16,2","23,4","Thailand","64,4","$651,9","6,4","2,8","$10.126","0,5","3,0","8.607,5","44,3"
"164",164,"Timor-Leste","TimorLeste","Asia-Pacific","170","40","43,2","-0,5","20","0,0","25,4","1,4","64,7","-0,0","0,0","0,0","45,4","0,6","79,2","-2,0","68,3","-1,0","64,4","-8,6","45","5,0","20","0,0","10,3","10,0","10,0","276,7","139,7","Timor-Leste","1,1","$11,0","10,0","11,5","$9.873","18,4","11,8","42,0","N/A"
"165",165,"Togo","Togo","Sub-Saharan Africa","152","36","49,9","1,1","30","0,0","23,8","-0,2","69,7","1,2","82,4","0,8","43,3","3,4","42,8","-1,4","79,3","0,8","62,8","6,1","35","0,0","30","0,0","11,1","45,0","27,0","16,7","24,2","Togo","6,3","$6,9","5,0","4,0","$1.096","N/A","2,6","166,3","46,7"
"166",166,"Tonga","Tonga","Asia-Pacific","104","22","58,2","2,2","20","0,0","28,6","-2,4","86,7","-0,4","74,8","10,1","74,6","-2,0","91,2","6,8","71,3","0,2","79,5","3,9","35","5,0","20","0,0","5,3","20,0","25,0","17,5","29,0","Tonga","0,1","$0,8","1,4","1,2","$7.548","13,0","4,5","6,6","N/A"
"167",167,"Trinidad and Tobago","TrinidadTobago","South and Central America / Caribbean","73","14","62,7","0,4","50","0,0","34,0","2,0","84,8","-0,1","62,5","2,1","59,4","4,3","76,4","-0,3","71,7","-2,0","78,6","8,7","60","0,0","50","-10,0","5,7","25,0","25,0","16,5","35,4","Trinidad and Tobago","1,3","$26,7","0,4","-0,6","$20.087","5,5","9,3","2.527,1","39,7"
"168",168,"Tunisia","Tunisia","Middle East / North Africa","109","11","57,3","0,3","40","0,0","39,2","1,2","74,3","-0,2","63,8","0,1","80,7","-2,1","72,6","2,5","75,9","-1,9","61,8","3,7","35","0,0","30","0,0","14,1","35,0","30,0","21,1","34,8","Tunisia","10,8","$105,3","3,6","2,5","$9.775","18,9","5,6","1.918,2","44,5"
"169",169,"Turkey","Turkey","Europe","64","30","64,9","2,0","50","0,0","44,0","2,0","77,5","0,5","63,5","-1,4","67,6","-0,6","59,7","16,6","71,8","-1,5","84,5","-0,7","70","5,0","60","0,0","2,7","35,0","20,0","25,0","34,9","Turkey","74,9","$1.123,4","2,6","3,1","$15.001","9,2","8,9","12.419,0","36,4"
"170",170,"Turkmenistan","Turkmenistan","Asia-Pacific","171","41","42,2","-0,4","5","0,0","13,4","-2,6","95,2","1,2","93,0","1,3","30,0","0,0","30,0","0,0","65,9","-4,7","79,2","0,0","0","0,0","10","0,0","2,9","10,0","8,0","17,8","15,2","Turkmenistan","5,6","$48,9","11,0","11,1","$8.718","60,0","4,9","3.159,0","15,8"
"171",171,"Uganda","Uganda","Sub-Saharan Africa","91","10","59,9","-1,2","30","0,0","23,8","-0,2","79,1","-1,5","87,3","3,0","45,1","-3,3","87,4","-0,5","71,0","-6,2","75,4","1,8","60","5,0","40","-10,0","7,3","30,0","30,0","17,0","20,6","Uganda","35,6","$50,4","2,6","5,9","$1.415","N/A","14,1","1.721,2","34,5"
"172",172,"Ukraine","Ukraine","Europe","155","43","49,3","3,0","30","0,0","21,9","-1,1","79,1","0,9","37,5","8,1","59,8","12,2","49,8","-0,1","78,7","7,7","86,2","1,8","20","0,0","30","0,0","1,9","17,0","19,0","38,0","45,6","Ukraine","45,5","$335,2","0,2","-0,9","$7.374","8,0","0,6","7.833,0","37,4"
"173",173,"United Arab Emirates","UnitedArabEmirates","Middle East / North Africa","28","2","71,4","0,3","55","0,0","66,4","-1,6","99,6","-0,3","83,1","-2,0","74,4","0,4","82,9","5,3","84,6","0,7","82,5","-0,1","35","0,0","50","0,0","3,7","0,0","0,0","6,1","23,7","United Arab Emirates","5,5","$271,3","3,9","2,1","$49.012","2,4","0,7","9.602,0","17,6"
"174",174,"United Kingdom","UnitedKingdom","Europe","14","5","74,9","0,1","90","0,0","76,4","-1,6","56,6","-0,4","29,5","1,8","92,0","-2,1","73,1","1,5","73,5","1,1","87,8","1,0","90","0,0","80","0,0","1,1","50,0","24,0","35,5","48,5 ","United Kingdom","63,2","$2.336,3","0,2","-0,4","$36.941","8,0","2,8","62.350,8","90,3"
"175",175,"United States","UnitedStates","North America","12","2","75,5","-0,5","80","-5,0","72,0","1,0","65,8","-3,5","48,1","0,3","89,2","-1,3","97,2","1,7","75,4","0,4","86,8","0,4","70","0,0","70","0,0","1,6","39,6","35,0","25,1","41,6 ","United States","314,2","$15.684,8","2,2","0,6","$49.922","8,1","2,1","167.620,0","106,5"
"176",176,"Uruguay","Uruguay","South and Central America / Caribbean","38","5","69,3","-0,4","70","0,0","70,6","0,6","77,4","-6,8","68,0","-0,3","74,5","1,1","68,1","-2,6","72,1","-0,4","82,5","-0,4","80","5,0","30","0,0","3,8","30,0","25,0","27,2","32,6","Uruguay","3,4","$53,8","3,8","5,6","$15.911","6,1","8,1","2.710,1","53,7"
"177",177,"Uzbekistan","Uzbekistan","Asia-Pacific","163","37","46,5","0,5","15","0,0","13,4","-2,6","90,3","0,1","70,4","2,6","75,7","4,5","60,8","-0,2","63,1","0,1","66,1","0,0","0","0,0","10","0,0","6,9","22,0","9,0","20,2","31,4","Uzbekistan","29,4","$104,7","8,0","8,4","$3.555","0,2","12,1","1.094,0","8,6"
"178",178,"Vanuatu","Vanuatu","Asia-Pacific","93","18","59,5","2,9","40","0,0","33,5","-1,5","97,3","0,0","81,7","1,2","54,8","-1,6","56,8","-0,9","82,7","1,3","48,0","0,0","60","30,0","40","0,0","18,5","0,0","0,0","16,4","24,7","Vanuatu","0,3","$1,2","2,7","3,1","$4.916","1,7","1,4","37,7","20,0"
"179",179,"Venezuela","Venezuela","South and Central America / Caribbean","175","28","36,3","0,2","5","0,0","16,5","-2,5","75,3","-0,3","51,8","1,2","43,4","-2,2","33,7","-0,8","49,7","2,4","62,7","3,9","5","0,0","20","0,0","8,6","34,0","34,0","12,5","40,1","Venezuela","29,5","$401,9","5,5","2,0","$13.616","7,8","21,1","3.216,0","57,3"
"180",180,"Vietnam","Vietnam","Asia-Pacific","147","33","50,8","-0,2","15","0,0","26,9","-2,1","77,0","1,4","71,4","-1,0","62,0","-1,8","68,3","2,8","63,6","-1,7","78,7","0,1","15","0,0","30","0,0","5,7","35,0","25,0","21,1","30,9","Vietnam","90,4","$320,7","5,0","5,9","$3.548","4,5","9,1","8.368,0","52,1"
"181",181,"Yemen","Yemen","Middle East / North Africa","123","12","55,5","-0,4","30","0,0","19,4","-1,6","91,7","0,2","74,9","2,1","59,2","-2,1","54,9","-0,4","62,1","-3,6","82,4","0,9","50","0,0","30","0,0","3,8","20,0","20,0","5,3","28,9","Yemen","25,9","$59,1","0,1","0,8","$2.283","35","11,0","348,8","46,7"
"182",182,"Zambia","Zambia","Sub-Saharan Africa","88","9","60,4","1,7","30","0,0","31,3","-0,7","71,8","-1,1","82,9","2,6","74,9","14,5","50,1","-8,3","68,0","2,0","84,6","2,3","60","5,0","50","0,0","2,7","35,0","35,0","19,3","23,9","Zambia","13,9","$24,0","7,3","6,8","$1.722","14","6,6","1.066,0","26,9"
"183",183,"Zimbabwe","Zimbabwe","Sub-Saharan Africa","176","46","35,5","6,9","10","0,0","19,3","-2,7","63,3","-8,5","64,0","-2,4","34,5","1,1","22,2","0,3","73,0","73,0","54,2","3,8","5","5,0","10","0,0","15,4","46,4","25,0","30,0","34,6","Zimbabwe","13,0","$7,2","4,4","2,5","$559","95","3,7","399,5","60,5"
"184",184,"Somalia","Somalia","Sub-Saharan Africa","N/A","N/A","N/A","N/A","N/A","N/A","5,0","-5,0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Somalia","N/A","N/A","N/A","N/A","N/A","N/A","N/A","107,3","N/A"
"185",185,"Kosovo","Kosovo","Europe","N/A","N/A","N/A","N/A","30","0,0","28,6","-0,4","92,7","-0,8","73,0","0,0","58,1","5,7","71,3","-6,4","72,7","N/A","N/A","N/A","65","0,0","N/A","N/A","N/A","10,0","10,0","23,1","30,0","Kosovo","1,8","$13,4","2,1","4,1","$3.453","45,3","2,5","293,2","5,5"
"186",186,"Brunei Darussalam","Brunei ","Asia-Pacific","40","10","69,0","N/A","40","N/A","53,3","N/A","90,2","N/A","66,1","N/A","68,2","N/A","96,5","N/A","74,2","N/A","81,8","N/A","70","N/A","50","N/A","4,1","0,0","20,0","24,0","33,6","Brunei","0,4","$21,7","1,3","0,5","$54.389","2,7","0,5","850,0","2,4"
